Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto;
1179;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155476;17-11-2017;17-11-2017 13:17;0;45678;8679;;;54357;;;;;0;;;;;
1180;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155477;17-11-2017;17-11-2017 13:17;0;18839;3579;;;22418;;;;;0;;;;;
1181;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155478;17-11-2017;17-11-2017 13:17;0;10073;1914;;;11987;;;;;0;;;;;
1182;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155521;17-11-2017;17-11-2017 13:17;0;33467;6359;;;39826;;;;;0;;;;;
1183;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155522;17-11-2017;17-11-2017 13:17;0;76872;14606;;;91478;;;;;0;;;;;
1184;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155523;17-11-2017;17-11-2017 13:17;0;133624;25389;;;159013;;;;;0;;;;;
1185;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155524;17-11-2017;17-11-2017 13:17;0;28617;5437;;;34054;;;;;0;;;;;
1186;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155525;17-11-2017;17-11-2017 13:17;0;28617;5437;;;34054;;;;;0;;;;;
1187;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155526;17-11-2017;17-11-2017 13:17;0;112889;21449;;;134338;;;;;0;;;;;
1188;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155527;17-11-2017;17-11-2017 13:17;0;112889;21449;;;134338;;;;;0;;;;;
1189;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155528;17-11-2017;17-11-2017 13:17;0;222707;42314;;;265021;;;;;0;;;;;
1190;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155529;17-11-2017;17-11-2017 13:17;0;367242;69776;;;437018;;;;;0;;;;;
1191;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155530;17-11-2017;17-11-2017 13:17;0;75824;14407;;;90231;;;;;0;;;;;
1192;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155531;17-11-2017;17-11-2017 13:17;0;45678;8679;;;54357;;;;;0;;;;;
1193;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155532;17-11-2017;17-11-2017 13:17;0;18839;3579;;;22418;;;;;0;;;;;
1194;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155533;17-11-2017;17-11-2017 13:17;0;10073;1914;;;11987;;;;;0;;;;;
1195;33;Del Giro;5890147-4;EDUARDO CRISTHIAN FERRI MASCIO;212814;17-11-2017;17-11-2017 12:59;0;58815;11175;;;69990;;;;;0;;;;;
1196;33;Del Giro;5890147-4;EDUARDO CRISTHIAN FERRI MASCIO;212815;17-11-2017;17-11-2017 13:05;0;3361;639;;;4000;;;;;0;;;;;
1197;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474918;17-11-2017;17-11-2017 13:50;0;414063;78672;;;492735;;;;;0;;;;;
1198;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362455;17-11-2017;17-11-2017 13:52;0;202630;38500;;;241130;;;;;0;;;;;
1199;33;Del Giro;76410294-0;FELIPE DOSQUE AGUAYO Y COMPANIA LIMITADA;9215;17-11-2017;17-11-2017 13:53;0;10084;1916;;;12000;;;;;0;;;;;
1200;33;Del Giro;76832940-0;Newco Motor Chile S.A.;129312;17-11-2017;17-11-2017 13:54;0;12553;2385;;;14938;;;;;0;;;;;
1201;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;392254;17-11-2017;17-11-2017 13:58;0;11636723;2210977;;;13847700;;;;;0;;;;;
1202;33;Del Giro;76245828-4;Porsche Chile SpA;1230402;17-11-2017;17-11-2017 13:48;0;153743;29211;;;182954;;;;;0;;;;;
1203;33;Del Giro;9454528-5;FERNANDO ANTONIO RODRIGUEZ MUNOZ;6823;17-11-2017;17-11-2017 13:50;0;30252;5748;;;36000;;;;;0;;;;;
1204;33;Del Giro;96931150-K;KIA CHILE S.A.;505055;17-11-2017;17-11-2017 14:12;0;109896;20880;;;130776;;;;;0;;;;;
1205;33;Del Giro;96931150-K;KIA CHILE S.A.;505056;17-11-2017;17-11-2017 14:12;0;5368;1020;;;6388;;;;;0;;;;;
1206;33;Del Giro;78649320-K;MARTINEZ URREJOLA LTDA.;37058;17-11-2017;17-11-2017 13:56;0;1043026;198175;;;1766583;;;;;0;;35;466053;0;
;33;Del Giro;78649320-K;MARTINEZ URREJOLA LTDA.;37058;17-11-2017;;;;;;;;;;;;;;;28;59329;0
1207;33;Del Giro;76410294-0;FELIPE DOSQUE AGUAYO Y COMPANIA LIMITADA;9216;17-11-2017;17-11-2017 13:56;0;4622;878;;;5500;;;;;0;;;;;
1208;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164119;17-11-2017;17-11-2017 14:16;0;40870;7765;;;48635;;;;;0;;;;;
1209;33;Del Giro;96931150-K;KIA CHILE S.A.;505045;17-11-2017;17-11-2017 13:58;0;271377;51562;;;322939;;;;;0;;;;;
1210;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127221;17-11-2017;17-11-2017 13:58;0;457583;86941;;;544524;;;;;0;;;;;
1211;33;Del Giro;76245828-4;Porsche Chile SpA;1230416;17-11-2017;17-11-2017 14:16;0;68296;12976;;;81272;;;;;0;;;;;
1212;33;Del Giro;88811100-K;COMERCIALIZADORA VITEPAL HERMANOS LTDA;37438;17-11-2017;17-11-2017 14:21;0;165000;31350;;;196350;;;;;0;;;;;
1213;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164124;17-11-2017;17-11-2017 14:24;0;305913;58123;;;364036;;;;;0;;;;;
1214;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127238;17-11-2017;17-11-2017 14:13;0;73170;13902;;;87072;;;;;0;;;;;
1215;33;Del Giro;76245828-4;Porsche Chile SpA;1230410;17-11-2017;17-11-2017 14:16;0;55968;10634;;;66602;;;;;0;;;;;
1216;33;Del Giro;96931150-K;KIA CHILE S.A.;505065;17-11-2017;17-11-2017 14:28;0;97920;18605;;;116525;;;;;0;;;;;
1217;33;Del Giro;76245828-4;Porsche Chile SpA;1230413;17-11-2017;17-11-2017 14:17;0;1488881;282887;;;1771768;;;;;0;;;;;
1218;33;Del Giro;96931150-K;KIA CHILE S.A.;505066;17-11-2017;17-11-2017 14:30;0;14008;2662;;;16670;;;;;0;;;;;
1219;33;Del Giro;96931150-K;KIA CHILE S.A.;505067;17-11-2017;17-11-2017 14:30;0;271377;51562;;;322939;;;;;0;;;;;
1220;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;852;17-11-2017;17-11-2017 14:32;0;85000;16150;;;101150;;;;;0;;;;;
1221;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;853;17-11-2017;17-11-2017 14:35;0;256700;48773;;;305473;;;;;0;;;;;
1222;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474938;17-11-2017;17-11-2017 14:38;0;44169;8392;;;52561;;;;;0;;;;;
1223;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474936;17-11-2017;17-11-2017 14:38;0;395004;75051;;;470055;;;;;0;;;;;
1224;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474940;17-11-2017;17-11-2017 14:38;0;10727;2038;;;12765;;;;;0;;;;;
1225;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474937;17-11-2017;17-11-2017 14:38;0;395004;75051;;;470055;;;;;0;;;;;
1226;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474939;17-11-2017;17-11-2017 14:38;0;571049;108499;;;679548;;;;;0;;;;;
1227;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;850;17-11-2017;17-11-2017 14:30;0;240000;45600;;;285600;;;;;0;;;;;
1228;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;855;17-11-2017;17-11-2017 14:40;0;130000;24700;;;154700;;;;;0;;;;;
1229;33;Del Giro;96364000-5;MMC Chile S.A.;435974;17-11-2017;17-11-2017 14:40;0;148902;28291;;;177193;;;;;0;;;;;
1230;33;Del Giro;96364000-5;MMC Chile S.A.;435975;17-11-2017;17-11-2017 14:40;0;176100;33459;;;209559;;;;;0;;;;;
1231;33;Del Giro;96364000-5;MMC Chile S.A.;435973;17-11-2017;17-11-2017 14:40;0;47010;8932;;;55942;;;;;0;;;;;
1232;33;Del Giro;96364000-5;MMC Chile S.A.;435972;17-11-2017;17-11-2017 14:40;0;5268;1001;;;6269;;;;;0;;;;;
1233;33;Del Giro;96364000-5;MMC Chile S.A.;435976;17-11-2017;17-11-2017 14:40;0;174832;33218;;;208050;;;;;0;;;;;
1234;33;Del Giro;76245828-4;Porsche Chile SpA;1230422;17-11-2017;17-11-2017 14:40;0;82121;15603;;;97724;;;;;0;;;;;
1235;33;Del Giro;76245828-4;Porsche Chile SpA;1230428;17-11-2017;17-11-2017 14:40;0;19657;3735;;;23392;;;;;0;;;;;
1236;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362468;17-11-2017;17-11-2017 14:40;0;84406;16037;;;100443;;;;;0;;;;;
1237;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;856;17-11-2017;17-11-2017 14:41;0;160000;30400;;;190400;;;;;0;;;;;
1238;33;Del Giro;96931150-K;KIA CHILE S.A.;505092;17-11-2017;17-11-2017 14:43;0;798;152;;;950;;;;;0;;;;;
1239;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;857;17-11-2017;17-11-2017 14:43;0;220000;41800;;;261800;;;;;0;;;;;
1240;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;854;17-11-2017;17-11-2017 14:37;0;230000;43700;;;273700;;;;;0;;;;;
1241;33;Del Giro;76245828-4;Porsche Chile SpA;1230417;17-11-2017;17-11-2017 14:40;0;11825;2247;;;14072;;;;;0;;;;;
1242;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;859;17-11-2017;17-11-2017 14:49;0;26500;5035;;;31535;;;;;0;;;;;
1243;33;Del Giro;96931150-K;KIA CHILE S.A.;505111;17-11-2017;17-11-2017 14:51;0;74913;14233;;;89146;;;;;0;;;;;
1244;33;Del Giro;76287198-K;SERVICIO AUTOMOTRIZ ESTRADA Y VELOSO LIMITADA;858;17-11-2017;17-11-2017 14:46;0;66900;12711;;;79611;;;;;0;;;;;
1245;33;Del Giro;76245828-4;Porsche Chile SpA;1230435;17-11-2017;17-11-2017 14:53;0;124174;23593;;;147767;;;;;0;;;;;
1246;33;Del Giro;76245828-4;Porsche Chile SpA;1230434;17-11-2017;17-11-2017 14:53;0;190885;36268;;;227153;;;;;0;;;;;
1247;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164133;17-11-2017;17-11-2017 14:58;0;282711;53715;;;336426;;;;;0;;;;;
1248;33;Del Giro;96931150-K;KIA CHILE S.A.;505119;17-11-2017;17-11-2017 14:57;0;586680;111469;;;698149;;;;;0;;;;;
1249;33;Del Giro;76246364-4;COMERCIAL AG LTDA.;7080;17-11-2017;17-11-2017 14:57;0;5715;1086;;;10001;;;;;0;;35;3200;0;
1250;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155587;17-11-2017;17-11-2017 15:05;0;915785;173999;;;1089784;;;;;0;;;;;
1251;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155588;17-11-2017;17-11-2017 15:05;0;71509;13587;;;85096;;;;;0;;;;;
1252;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155589;17-11-2017;17-11-2017 15:05;0;220112;41821;;;261933;;;;;0;;;;;
1253;61;Del Giro;12869646-6;PATRICIO EDWARD DONOSO REYES;14;17-11-2017;17-11-2017 15:15;0;30000;5700;;;35700;;;;;0;;;;;
1254;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474957;17-11-2017;17-11-2017 15:15;0;291082;55306;;;346388;;;;;0;;;;;
1255;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474961;17-11-2017;17-11-2017 15:15;0;877813;166784;;;1044597;;;;;0;;;;;
1256;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474960;17-11-2017;17-11-2017 15:15;0;72724;13818;;;86542;;;;;0;;;;;
1257;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474958;17-11-2017;17-11-2017 15:15;0;104843;19920;;;124763;;;;;0;;;;;
1258;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474959;17-11-2017;17-11-2017 15:15;0;161462;30678;;;192140;;;;;0;;;;;
1259;33;Del Giro;96364000-5;MMC Chile S.A.;435999;17-11-2017;17-11-2017 15:19;0;153750;29213;;;182963;;;;;0;;;;;
1260;33;Del Giro;96364000-5;MMC Chile S.A.;435998;17-11-2017;17-11-2017 15:19;0;70440;13384;;;83824;;;;;0;;;;;
1261;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362483;17-11-2017;17-11-2017 15:20;0;6830;1298;;;8128;;;;;0;;;;;
1262;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362481;17-11-2017;17-11-2017 15:20;0;3019;574;;;3593;;;;;0;;;;;
1263;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362480;17-11-2017;17-11-2017 15:20;0;73940;14049;;;87989;;;;;0;;;;;
1264;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362482;17-11-2017;17-11-2017 15:20;0;26999;5130;;;32129;;;;;0;;;;;
1265;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362484;17-11-2017;17-11-2017 15:20;0;11992;2278;;;14270;;;;;0;;;;;
1266;33;Del Giro;76832940-0;Newco Motor Chile S.A.;129328;17-11-2017;17-11-2017 15:20;0;33600;6384;;;39984;;;;;0;;;;;
1267;33;Del Giro;76832940-0;Newco Motor Chile S.A.;129327;17-11-2017;17-11-2017 15:20;0;13104;2490;;;15594;;;;;0;;;;;
1268;33;Del Giro;96931150-K;KIA CHILE S.A.;505137;17-11-2017;17-11-2017 15:21;0;1042582;198091;;;1240673;;;;;0;;;;;
1269;33;Del Giro;96364000-5;MMC Chile S.A.;436007;17-11-2017;17-11-2017 15:35;0;53634;10190;;;63824;;;;;0;;;;;
1270;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362499;17-11-2017;17-11-2017 15:35;0;23938;4548;;;28486;;;;;0;;;;;
1271;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362497;17-11-2017;17-11-2017 15:35;0;26559;5046;;;31605;;;;;0;;;;;
1272;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362498;17-11-2017;17-11-2017 15:35;0;21259;4039;;;25298;;;;;0;;;;;
1273;33;Del Giro;78701740-1;WURTH CHILE LIMITADA;774111;17-11-2017;17-11-2017 15:41;0;314085;59676;;;373761;;;;;0;;;;;
1274;33;Del Giro;81915900-9;COOP DE SERVICIOS DE DUENOS DE AUTOTOBUS;94478;17-11-2017;17-11-2017 15:45;0;15439;2934;;;27000;;;;;0;;35;8627;1;
1275;33;Del Giro;84265600-1;COMERCIAL PIO NONO LIMITADA;37343;17-11-2017;17-11-2017 15:54;0;29412;5588;;;35000;;;;;0;;;;;
1276;33;Del Giro;76040171-4;SKBergé Logística S.A.;82319;17-11-2017;17-11-2017 16:08;0;629479;119601;;;749080;;;;;0;;;;;
1277;33;Del Giro;16980280-7;PABLO ALEJANDRO ROJAS CONCHA;202;17-11-2017;17-11-2017 16:10;0;321000;60990;;;381990;;;;;0;;;;;
1278;61;Del Giro;16980280-7;PABLO ALEJANDRO ROJAS CONCHA;15;17-11-2017;17-11-2017 16:13;0;321000;60990;;;381990;;;;;0;;;;;
1279;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248734;17-11-2017;17-11-2017 16:16;0;142933;27157;;;170090;;;;;0;;;;;
1280;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248735;17-11-2017;17-11-2017 16:19;0;652304;123938;;;776242;;;;;0;;;;;
1281;33;Del Giro;78701740-1;WURTH CHILE LIMITADA;774155;17-11-2017;17-11-2017 16:20;0;329982;62697;;;392679;;;;;0;;;;;
1282;34;Del Giro;72754700-2;FUNDACIÓN INSTITUTO PROFESIONA;23751;17-11-2017;17-11-2017 16:08;16000;0;0;;;16000;;;;;0;;;;;
1283;33;Del Giro;96928530-4;COMERCIAL AUTOMOTRIZ SA;291679;17-11-2017;17-11-2017 16:28;0;17185463;3265238;;;20450700;;;;;0;;;;;
1284;33;Del Giro;16980280-7;PABLO ALEJANDRO ROJAS CONCHA;203;17-11-2017;17-11-2017 16:17;0;321100;61009;;;382109;;;;;0;;;;;
1285;33;Del Giro;96918300-5;DIFOR CHILE S.A.;176704;17-11-2017;17-11-2017 16:18;0;21238;4035;;;25273;;;;;0;;;;;
1286;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248738;17-11-2017;17-11-2017 16:19;0;128451;24406;;;152857;;;;;0;;;;;
1287;33;Del Giro;97006000-6;BANCO DE CREDITO E INVERSIONES;15622790;15-11-2017;17-11-2017 16:51;0;387500;73625;;;461125;;;;;0;;;;;
1288;33;Del Giro;97006000-6;BANCO DE CREDITO E INVERSIONES;15622791;15-11-2017;17-11-2017 16:51;0;44141;8387;;;52528;;;;;0;;;;;
1289;33;Del Giro;97006000-6;BANCO DE CREDITO E INVERSIONES;15622792;15-11-2017;17-11-2017 16:51;0;387500;73625;;;461125;;;;;0;;;;;
1290;33;Del Giro;92606000-7;Servicio Lucas Blandford S.A.;1016817;17-11-2017;17-11-2017 16:44;0;764800;145312;;;910112;;;;;0;;;;;
1291;33;Del Giro;76246364-4;COMERCIAL AG LTDA.;7094;17-11-2017;17-11-2017 16:45;0;5715;1086;;;10001;;;;;0;;35;3200;0;
1292;33;Del Giro;96918300-5;DIFOR CHILE S.A.;176725;17-11-2017;17-11-2017 17:02;0;8319;1581;;;9900;;;;;0;;;;;
1293;33;Del Giro;77977880-0;COMERCIAL BIZHER SPA;7037;17-11-2017;17-11-2017 17:27;0;25000;4750;;;29750;;;;;0;;;;;
1294;33;Del Giro;78146780-4;INMOBILIARIA E INVERSIONES SAMOGA LIMITADA;3051;17-11-2017;17-11-2017 17:29;0;92000;17480;;;109480;;;;;0;;;;;
1295;33;Del Giro;96364000-5;MMC Chile S.A.;436018;17-11-2017;17-11-2017 17:31;0;249770;47456;;;297226;;;;;0;;;;;
1296;33;Del Giro;96364000-5;MMC Chile S.A.;436019;17-11-2017;17-11-2017 17:31;0;35220;6692;;;41912;;;;;0;;;;;
1297;33;Del Giro;77302040-K;APART HOTEL NERUDA LTDA.;3080;17-11-2017;17-11-2017 17:34;0;100000;19000;;;119000;;;;;0;;;;;
1298;33;Del Giro;76381436-K;COMPRAVENTA DE REPUESTOS AUTOMOTRICES Y SERVICIOS ISFRAN LIMITADA;2532;17-11-2017;17-11-2017 17:36;0;145000;27550;;;172550;;;;;0;;;;;
1299;33;Del Giro;78146780-4;INMOBILIARIA E INVERSIONES SAMOGA LIMITADA;3052;17-11-2017;17-11-2017 17:41;0;245200;46588;;;291788;;;;;0;;;;;
1300;33;Del Giro;76381436-K;COMPRAVENTA DE REPUESTOS AUTOMOTRICES Y SERVICIOS ISFRAN LIMITADA;2533;17-11-2017;17-11-2017 17:41;0;50000;9500;;;59500;;;;;0;;;;;
1301;33;Del Giro;76381436-K;COMPRAVENTA DE REPUESTOS AUTOMOTRICES Y SERVICIOS ISFRAN LIMITADA;2534;17-11-2017;17-11-2017 17:43;0;15000;2850;;;17850;;;;;0;;;;;
1302;33;Del Giro;76381436-K;COMPRAVENTA DE REPUESTOS AUTOMOTRICES Y SERVICIOS ISFRAN LIMITADA;2535;17-11-2017;17-11-2017 17:47;0;30000;5700;;;35700;;;;;0;;;;;
1303;33;Del Giro;78146780-4;INMOBILIARIA E INVERSIONES SAMOGA LIMITADA;3053;17-11-2017;17-11-2017 17:54;0;92000;17480;;;109480;;;;;0;;;;;
1304;33;Del Giro;78453310-7;AUTO IMPACTO LIMITADA;3521;17-11-2017;17-11-2017 17:32;0;120000;22800;;;142800;;;;;0;;;;;
1305;33;Del Giro;76381436-K;COMPRAVENTA DE REPUESTOS AUTOMOTRICES Y SERVICIOS ISFRAN LIMITADA;2531;17-11-2017;17-11-2017 17:32;0;165000;31350;;;196350;;;;;0;;;;;
1306;33;Del Giro;78146780-4;INMOBILIARIA E INVERSIONES SAMOGA LIMITADA;3054;17-11-2017;17-11-2017 18:17;0;92000;17480;;;109480;;;;;0;;;;;
1307;33;Del Giro;76939200-9;DITALCAR S.A.;6580;17-11-2017;17-11-2017 17:59;0;15242700;2896113;;;18138813;;;;;0;;;;;
1308;33;Del Giro;96870620-9;HONDA MOTOR DE CHILE S.A.;355261;17-11-2017;17-11-2017 18:01;0;19005000;3610950;;;22615950;;;;;0;;;;;
1309;33;Del Giro;76020377-7;LUIS ROBERTO NAVEAS HOLST HIDRAULICA E.I.R.L.;1422;17-11-2017;17-11-2017 18:28;0;30000;5700;;;35700;;;;;0;;;;;
1310;33;Del Giro;81915900-9;COOP DE SERVICIOS DE DUENOS DE AUTOTOBUS;94494;17-11-2017;17-11-2017 18:47;0;2859;543;;;5000;;;;;0;;35;1598;1;
1311;33;Del Giro;81915900-9;COOP DE SERVICIOS DE DUENOS DE AUTOTOBUS;94492;17-11-2017;17-11-2017 18:47;0;14296;2716;;;25000;;;;;0;;35;7988;1;
1312;33;Del Giro;81915900-9;COOP DE SERVICIOS DE DUENOS DE AUTOTOBUS;94493;17-11-2017;17-11-2017 18:47;0;17155;3259;;;30000;;;;;0;;35;9586;1;
1313;33;Del Giro;81915900-9;COOP DE SERVICIOS DE DUENOS DE AUTOTOBUS;94491;17-11-2017;17-11-2017 18:47;0;11436;2173;;;20000;;;;;0;;35;6391;1;
1314;33;Del Giro;76265681-7;DISTRIBUIDORA SAN JAVIER S.A.;33529;17-11-2017;17-11-2017 19:34;0;5050;960;;;8724;;;;;0;;35;2714;0;
1315;33;Del Giro;9425991-6;HEINZ HANZ GLADE CROVO;439;17-11-2017;17-11-2017 20:21;0;35000;6650;;;41650;;;;;0;;;;;
1316;33;Del Giro;96768410-4;PAYROLL S.A.;89173;17-11-2017;17-11-2017 21:46;0;1693085;321686;;;2014771;;;;;0;;;;;
1317;33;Del Giro;76417177-2;FURIOSO SPA;182;19-11-2017;18-11-2017 1:46;0;105000;19950;;;124950;;;;;0;;;;;
1318;33;Del Giro;7308655-8;Augusto Reinaldo Wikee Reyes;14328;17-11-2017;18-11-2017 2:05;0;46723;8877;;;55600;;;;;0;;;;;
1319;33;Del Giro;7308655-8;Augusto Reinaldo Wikee Reyes;14329;17-11-2017;18-11-2017 2:05;0;286373;54411;;;340784;;;;;0;;;;;
1320;33;Del Giro;96583310-2;HOTELERA CURAPALIHUE S.A.;7211;18-11-2017;18-11-2017 9:07;0;174790;33210;;;208000;;;;;0;;;;;
1321;61;Del Giro;85121100-4;AUTOMOTRIZ ANTUMALAL LTDA.;4917;18-11-2017;18-11-2017 9:20;0;139666;26537;;;166203;;;;;0;;;;;
1322;33;Del Giro;76355976-9;SOCIEDAD MUNOZ Y QUINTANA LIMITADA;4296;18-11-2017;18-11-2017 9:33;0;150318;28560;;;178878;;;;;0;;;;;
1323;33;Del Giro;76355976-9;SOCIEDAD MUNOZ Y QUINTANA LIMITADA;4297;18-11-2017;18-11-2017 9:40;0;150318;28560;;;178878;;;;;0;;;;;
1324;33;Del Giro;76619520-2;SOCIEDAD COMERCIALIZADORA Y DISTRIBUIDORA TORO BELLO Y OTRO LIMITADA;995;18-11-2017;18-11-2017 10:56;0;495798;94202;;;590000;;;;;0;;;;;
1325;33;Del Giro;76246364-4;COMERCIAL AG LTDA.;7096;18-11-2017;18-11-2017 10:57;0;5715;1086;;;10001;;;;;0;;35;3200;0;
1326;33;Del Giro;76246364-4;COMERCIAL AG LTDA.;7097;18-11-2017;18-11-2017 11:30;0;5818;1105;;;10000;;;;;0;;35;3077;0;
1327;33;Del Giro;76528113-K;FRANCESCA GONZALEZ ARREDONDO SERVICIO DE LAVADO DE VEHÍCULOS EMPRESA I;94;01-11-2017;18-11-2017 12:10;0;1375000;261250;;;1636250;;;;;0;;;;;
1328;33;Del Giro;76265681-7;DISTRIBUIDORA SAN JAVIER S.A.;33577;18-11-2017;18-11-2017 12:43;0;8408;1598;;;15013;;;;;0;;35;5007;0;
1329;33;Del Giro;81915900-9;COOP DE SERVICIOS DE DUENOS DE AUTOTOBUS;94525;18-11-2017;18-11-2017 12:46;0;17155;3259;;;30000;;;;;0;;35;9586;1;
1330;33;Del Giro;99513400-4;CGE DISTRIBUCIÓN;9519241;18-11-2017;18-11-2017 17:38;0;913239;173515;;;1086754;;;;;0;;;;;
1331;33;Del Giro;76619446-K;DONAIRE, PEREIRA Y COMPAÑÍA LIMITADA;24;18-11-2017;18-11-2017 22:25;0;109244;20756;;;130000;;;;;0;;;;;
1332;33;Del Giro;76578456-5;SERVICIOS AUTOMOTRICES GMZ LIMITADA;443;19-11-2017;19-11-2017 17:12;0;65000;12350;;;77350;;;;;0;;;;;
1333;61;Del Giro;76578456-5;SERVICIOS AUTOMOTRICES GMZ LIMITADA;385;19-11-2017;19-11-2017 17:13;0;1950;371;;;2321;;;;;0;;;;;
1334;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127338;20-11-2017;20-11-2017 8:39;0;67433;12812;;;80245;;;;;0;;;;;
1335;33;Del Giro;76245828-4;Porsche Chile SpA;1230484;20-11-2017;20-11-2017 9:01;0;4006;761;;;4767;;;;;0;;;;;
1336;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248767;17-11-2017;20-11-2017 9:18;0;15302;2907;;;18209;;;;;0;;;;;
1337;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248765;17-11-2017;20-11-2017 9:18;0;153844;29230;;;183074;;;;;0;;;;;
1338;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248766;17-11-2017;20-11-2017 9:18;0;87749;16672;;;104421;;;;;0;;;;;
1339;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248777;17-11-2017;20-11-2017 9:18;0;488766;92866;;;581632;;;;;0;;;;;
1340;33;Del Giro;76262826-0;SOCIEDAD COMERCIALIZADORA VSV CHILE LIMITADA;1879;20-11-2017;20-11-2017 9:18;0;101900;19361;;;121261;;;;;0;;;;;
1341;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248785;17-11-2017;20-11-2017 9:20;0;1083408;205848;;;1289256;;;;;0;;;;;
1342;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248786;17-11-2017;20-11-2017 9:20;0;467485;88822;;;556307;;;;;0;;;;;
